gene.names	cluster
ENSMUSG00000007989	Fzd3	2
ENSMUSG00000008153	Clstn3	2
ENSMUSG00000008226	Scrn3	2
ENSMUSG00000008307	1700109H08Rik	2
ENSMUSG00000008489	Elavl2	2
ENSMUSG00000008730	Hipk1	2
ENSMUSG00000008763	Man1a2	2
ENSMUSG00000009090	Ap1b1	2
ENSMUSG00000009112	Bcl2l13	2
ENSMUSG00000009207	Lnpk	2
ENSMUSG00000009292	Trpm2	2
ENSMUSG00000009470	Tnpo1	2
ENSMUSG00000009535	Rnmt	2
ENSMUSG00000009575	Cbx5	2
ENSMUSG00000009905	Kdsr	2
ENSMUSG00000010392	Gosr1	2
ENSMUSG00000010505	Myt1	2
ENSMUSG00000010721	Lmbr1	2
ENSMUSG00000010803	Gabra1	2
ENSMUSG00000013076	Amotl1	2
ENSMUSG00000014355	Anapc1	2
ENSMUSG00000014496	Ankrd28	2
ENSMUSG00000014498	Ankrd52	2
ENSMUSG00000014550	Rbsn	2
ENSMUSG00000014602	Kif1a	2
ENSMUSG00000014763	Fam120b	2
ENSMUSG00000014852	Adamts13	2
ENSMUSG00000015002	Efr3a	2
ENSMUSG00000015189	Casd1	2
ENSMUSG00000015222	Map2	2
ENSMUSG00000015305	Sash1	2
ENSMUSG00000015597	Zfp318	2
ENSMUSG00000015599	Ttbk1	2
ENSMUSG00000015659	Serac1	2
ENSMUSG00000015709	Arnt2	2
ENSMUSG00000015829	Tnr	2
ENSMUSG00000016150	Tenm1	2
ENSMUSG00000016200	Syt14	2
ENSMUSG00000016481	Cr1l	2
ENSMUSG00000016534	Lamp2	2
ENSMUSG00000017119	Nbr1	2
ENSMUSG00000017167	Cntnap1	2
ENSMUSG00000017286	Glod4	2
ENSMUSG00000017291	Taok1	2
ENSMUSG00000017412	Cacnb4	2
ENSMUSG00000017418	Arl5b	2
ENSMUSG00000017485	Top2b	2
ENSMUSG00000017639	Rab11fip4	2
ENSMUSG00000017667	Zfp334	2
ENSMUSG00000017740	Slc12a5	2
ENSMUSG00000017929	B4galt5	2
ENSMUSG00000017978	Cadps2	2
ENSMUSG00000018076	Med13l	2
ENSMUSG00000018160	Med1	2
ENSMUSG00000018363	Smurf2	2
ENSMUSG00000018401	Mtmr4	2
ENSMUSG00000018412	Kansl1	2
ENSMUSG00000018415	Gid4	2
ENSMUSG00000018481	Appbp2	2
ENSMUSG00000018501	Ncor1	2
ENSMUSG00000018547	Pip4k2b	2
ENSMUSG00000018548	Trim37	2
ENSMUSG00000018707	Dync1h1	2
ENSMUSG00000018736	Ndel1	2
ENSMUSG00000018750	Zbtb4	2
ENSMUSG00000018800	Abca5	2
ENSMUSG00000018846	Pank3	2
ENSMUSG00000018909	Arrb1	2
ENSMUSG00000019302	Atp6v0a1	2
ENSMUSG00000019577	Pdk4	2
ENSMUSG00000019699	Akt3	2
ENSMUSG00000019726	Lyst	2
ENSMUSG00000019731	Slc35e1	2
ENSMUSG00000019775	Rgs17	2
ENSMUSG00000019790	Stxbp5	2
ENSMUSG00000019791	Hint3	2
ENSMUSG00000019808	Adat2	2
ENSMUSG00000019817	Plagl1	2
ENSMUSG00000019820	Utrn	2
ENSMUSG00000019828	Grm1	2
ENSMUSG00000019841	Rev3l	2
ENSMUSG00000019845	Tube1	2
ENSMUSG00000019846	Lama4	2
ENSMUSG00000019849	Prep	2
ENSMUSG00000019852	Arfgef3	2
ENSMUSG00000019861	Gopc	2
ENSMUSG00000019888	Mgat4c	2
ENSMUSG00000019889	Ptprk	2
ENSMUSG00000019899	Lama2	2
ENSMUSG00000019947	Arid5b	2
ENSMUSG00000019966	Kitl	2
ENSMUSG00000019971	Cep290	2
ENSMUSG00000020003	Pex7	2
ENSMUSG00000020014	Cfap54	2
ENSMUSG00000020021	Fgd6	2
ENSMUSG00000020032	Nuak1	2
ENSMUSG00000020042	Abtb3	2
ENSMUSG00000020100	Slc29a3	2
ENSMUSG00000020102	Slc16a7	2
ENSMUSG00000020114	Cand1	2
ENSMUSG00000020115	Tbk1	2
ENSMUSG00000020121	Srgap1	2
ENSMUSG00000020124	Usp15	2
ENSMUSG00000020135	Apc2	2
ENSMUSG00000020154	Ptprb	2
ENSMUSG00000020170	Frs2	2
ENSMUSG00000020181	Nav3	2
ENSMUSG00000020189	Osbpl8	2
ENSMUSG00000020220	Vps13d	2
ENSMUSG00000020231	Dip2a	2
ENSMUSG00000020255	Nopchap1	2
ENSMUSG00000020261	Slc36a1	2
ENSMUSG00000020262	Adarb1	2
ENSMUSG00000020300	Cpeb4	2
ENSMUSG00000020305	Asb3	2
ENSMUSG00000020315	Sptbn1	2
ENSMUSG00000020333	Acsl6	2
ENSMUSG00000020340	Cyfip2	2
ENSMUSG00000020359	Phykpl	2
ENSMUSG00000020366	Mapk9	2
ENSMUSG00000020368	Canx	2
ENSMUSG00000020376	Rnf130	2
ENSMUSG00000020387	Jade2	2
ENSMUSG00000020431	Adcy1	2
ENSMUSG00000020436	Gabrg2	2
ENSMUSG00000020456	Ogdh	2
ENSMUSG00000020532	Acaca	2
ENSMUSG00000020541	Tom1l1	2
ENSMUSG00000020576	Nbas	2
ENSMUSG00000020580	Rock2	2
ENSMUSG00000020590	Snx13	2
ENSMUSG00000020594	Pum2	2
ENSMUSG00000020598	Nrcam	2
ENSMUSG00000020611	Gna13	2
ENSMUSG00000020623	Map2k6	2
ENSMUSG00000020634	Ubxn2a	2
ENSMUSG00000020638	Cmpk2	2
ENSMUSG00000020646	Mboat2	2
ENSMUSG00000020647	Ncoa1	2
ENSMUSG00000020657	Dnajc27	2
ENSMUSG00000020658	Efr3b	2
ENSMUSG00000020668	Kif3c	2
ENSMUSG00000020687	Cdc27	2
ENSMUSG00000020716	Nf1	2
ENSMUSG00000020721	Helz	2
ENSMUSG00000020745	Pafah1b1	2
ENSMUSG00000020783	Ncbp3	2
ENSMUSG00000020841	Cpd	2
ENSMUSG00000020850	Prpf8	2
ENSMUSG00000020859	Spag9	2
ENSMUSG00000020883	Fbxl20	2
ENSMUSG00000020900	Myh10	2
ENSMUSG00000020917	Acly	2
ENSMUSG00000020961	Ston2	2
ENSMUSG00000020964	Sel1l	2
ENSMUSG00000020986	Sec23a	2
ENSMUSG00000020990	Cdkl1	2
ENSMUSG00000021027	Ralgapa1	2
ENSMUSG00000021051	Ppp2r5e	2
ENSMUSG00000021061	Sptb	2
ENSMUSG00000021096	Ppm1a	2
ENSMUSG00000021097	Clmn	2
ENSMUSG00000021109	Hif1a	2
ENSMUSG00000021112	Pals1	2
ENSMUSG00000021113	Snapc1	2
ENSMUSG00000021140	Pcnx	2
ENSMUSG00000021147	Wdr37	2
ENSMUSG00000021171	Esyt2	2
ENSMUSG00000021180	Rps6ka5	2
ENSMUSG00000021188	Trip11	2
ENSMUSG00000021217	Tshz3	2
ENSMUSG00000021219	Rgs6	2
ENSMUSG00000021244	Ylpm1	2
ENSMUSG00000021245	Mlh3	2
ENSMUSG00000021254	Gpatch2l	2
ENSMUSG00000021275	Tecpr2	2
ENSMUSG00000021279	Cdc42bpb	2
ENSMUSG00000021301	Hecw1	2
ENSMUSG00000021311	Mtr	2
ENSMUSG00000021313	Ryr2	2
ENSMUSG00000021340	Gpld1	2
ENSMUSG00000021357	Exoc2	2
ENSMUSG00000021366	Hivep1	2
ENSMUSG00000021374	Nup153	2
ENSMUSG00000021427	Ssr1	2
ENSMUSG00000021448	Shc3	2
ENSMUSG00000021451	Sema4d	2
ENSMUSG00000021466	Ptch1	2
ENSMUSG00000021488	Nsd1	2
ENSMUSG00000021518	Ptdss1	2
ENSMUSG00000021557	Agtpbp1	2
ENSMUSG00000021573	Tppp	2
ENSMUSG00000021578	Ccdc127	2
ENSMUSG00000021589	Rhobtb3	2
ENSMUSG00000021590	Spata9	2
ENSMUSG00000021662	Arhgef28	2
ENSMUSG00000021669	Cert1	2
ENSMUSG00000021690	Jmy	2
ENSMUSG00000021699	Pde4d	2
ENSMUSG00000021700	Rab3c	2
ENSMUSG00000021703	Serinc5	2
ENSMUSG00000021704	Mtx3	2
ENSMUSG00000021708	Rasgrf2	2
ENSMUSG00000021710	Nln	2
ENSMUSG00000021719	Rgs7bp	2
ENSMUSG00000021730	Hcn1	2
ENSMUSG00000021745	NA	2
ENSMUSG00000021756	Il6st	2
ENSMUSG00000021782	Dlg5	2
ENSMUSG00000021831	Ero1a	2
ENSMUSG00000021838	Samd4	2
ENSMUSG00000021910	Nisch	2
ENSMUSG00000021911	Parg	2
ENSMUSG00000021936	Mapk8	2
ENSMUSG00000021945	Zmym2	2
ENSMUSG00000021952	Xpo4	2
ENSMUSG00000021959	Lats2	2
ENSMUSG00000021972	Hmbox1	2
ENSMUSG00000021978	Extl3	2
ENSMUSG00000021983	Atp8a2	2
ENSMUSG00000021987	Mtmr6	2
ENSMUSG00000022008	Gpalpp1	2
ENSMUSG00000022013	Dnajc15	2
ENSMUSG00000022016	Akap11	2
ENSMUSG00000022064	Pibf1	2
ENSMUSG00000022094	Slc39a14	2
ENSMUSG00000022100	Xpo7	2
ENSMUSG00000022105	Rb1	2
ENSMUSG00000022139	Mbnl2	2
ENSMUSG00000022141	Nipbl	2
ENSMUSG00000022142	Nup155	2
ENSMUSG00000022201	Zfr	2
ENSMUSG00000022231	Sema5a	2
ENSMUSG00000022262	Dnah5	2
ENSMUSG00000022263	Trio	2
ENSMUSG00000022272	Myo10	2
ENSMUSG00000022306	Zfpm2	2
ENSMUSG00000022307	Oxr1	2
ENSMUSG00000022311	Csmd3	2
ENSMUSG00000022314	Rad21	2
ENSMUSG00000022350	Washc5	2
ENSMUSG00000022360	Atad2	2
ENSMUSG00000022361	Zhx1	2
ENSMUSG00000022387	Brd1	2
ENSMUSG00000022390	Zc3h7b	2
ENSMUSG00000022416	Cacna1i	2
ENSMUSG00000022456	Septin3	2
ENSMUSG00000022507	Hapstr1	2
ENSMUSG00000022521	Crebbp	2
ENSMUSG00000022533	Atp13a3	2
ENSMUSG00000022565	Plec	2
ENSMUSG00000022601	Zbtb11	2
ENSMUSG00000022604	Cep97	2
ENSMUSG00000022619	Mapk8ip2	2
ENSMUSG00000022623	Shank3	2
ENSMUSG00000022629	Kif21a	2
ENSMUSG00000022637	Cblb	2
ENSMUSG00000022641	Bbx	2
ENSMUSG00000022672	Prkdc	2
ENSMUSG00000022708	Zbtb20	2
ENSMUSG00000022762	Ncam2	2
ENSMUSG00000022772	Senp5	2
ENSMUSG00000022788	Fgd4	2
ENSMUSG00000022811	Zfp148	2
ENSMUSG00000022812	Gsk3b	2
ENSMUSG00000022829	Stxbp5l	2
ENSMUSG00000022861	Dgkg	2
ENSMUSG00000022864	D16Ertd472e	2
ENSMUSG00000022883	Robo1	2
ENSMUSG00000022892	App	2
ENSMUSG00000022897	Dyrk1a	2
ENSMUSG00000022905	Kpna1	2
ENSMUSG00000022914	Brwd1	2
ENSMUSG00000022935	Grik1	2
ENSMUSG00000022946	Dop1b	2
ENSMUSG00000022957	Itsn1	2
ENSMUSG00000022961	Son	2
ENSMUSG00000022973	Synj1	2
ENSMUSG00000022983	Scaf4	2
ENSMUSG00000022995	Enah	2
ENSMUSG00000023025	Larp4	2
ENSMUSG00000023026	Dip2b	2
ENSMUSG00000023032	Slc4a8	2
ENSMUSG00000023033	Scn8a	2
ENSMUSG00000023169	Slc38a1	2
ENSMUSG00000023235	Ccl25	2
ENSMUSG00000023473	Celsr3	2
ENSMUSG00000023805	Synj2	2
ENSMUSG00000023830	Igf2r	2
ENSMUSG00000023845	Lnpep	2
ENSMUSG00000023852	Chd1	2
ENSMUSG00000023919	Cenpq	2
ENSMUSG00000023960	Enpp5	2
ENSMUSG00000023977	Ubr2	2
ENSMUSG00000024044	Epb41l3	2
ENSMUSG00000024070	Prkd3	2
ENSMUSG00000024073	Birc6	2
ENSMUSG00000024074	Crim1	2
ENSMUSG00000024077	Strn	2
ENSMUSG00000024083	Pja2	2
ENSMUSG00000024085	Man2a1	2
ENSMUSG00000024109	Nrxn1	2
ENSMUSG00000024120	Lrpprc	2
ENSMUSG00000024122	Pdpk1	2
ENSMUSG00000024127	Prepl	2
ENSMUSG00000024130	Abca3	2
ENSMUSG00000024163	Mapk8ip3	2
ENSMUSG00000024169	Ift140	2
ENSMUSG00000024236	Svil	2
ENSMUSG00000024241	Sos1	2
ENSMUSG00000024283	Wac	2
ENSMUSG00000024294	Mib1	2
ENSMUSG00000024298	Zfp871	2
ENSMUSG00000024302	Dtna	2
ENSMUSG00000024304	Cdh2	2
ENSMUSG00000024350	Dnajc18	2
ENSMUSG00000024378	Stard4	2
ENSMUSG00000024382	Ercc3	2
ENSMUSG00000024383	Map3k2	2
ENSMUSG00000024384	Iws1	2
ENSMUSG00000024393	Prrc2a	2
ENSMUSG00000024431	Nr3c1	2
ENSMUSG00000024462	Gabbr1	2
ENSMUSG00000024472	Dcp2	2
ENSMUSG00000024483	Ankhd1	2
ENSMUSG00000024515	Smad4	2
ENSMUSG00000024527	Afg3l2	2
ENSMUSG00000024544	Ldlrad4	2
ENSMUSG00000024548	Setbp1	2
ENSMUSG00000024563	Smad2	2
ENSMUSG00000024592	C330018D20Rik	2
ENSMUSG00000024593	Megf10	2
ENSMUSG00000024597	Slc12a2	2
ENSMUSG00000024740	Ddb1	2
ENSMUSG00000024754	Cemip2	2
ENSMUSG00000024759	Atl3	2
ENSMUSG00000024780	Cdc37l1	2
ENSMUSG00000024810	Il33	2
ENSMUSG00000024811	Tnks2	2
ENSMUSG00000024887	Asah2	2
ENSMUSG00000024897	Apba1	2
ENSMUSG00000024908	Ppp6r3	2
ENSMUSG00000024921	Smarca2	2
ENSMUSG00000024924	Vldlr	2
ENSMUSG00000024943	Smc5	2
ENSMUSG00000024976	Shoc2	2
ENSMUSG00000024983	Vti1a	2
ENSMUSG00000025006	Sorbs1	2
ENSMUSG00000025019	Lcor	2
ENSMUSG00000025078	Nhlrc2	2
ENSMUSG00000025092	Hspa12a	2
ENSMUSG00000025153	Fasn	2
ENSMUSG00000025192	Entpd7	2
ENSMUSG00000025203	Scd2	2
ENSMUSG00000025217	Btrc	2
ENSMUSG00000025220	Oga	2
ENSMUSG00000025224	Gbf1	2
ENSMUSG00000025241	Fyco1	2
ENSMUSG00000025255	Zfhx4	2
ENSMUSG00000025261	Huwe1	2
ENSMUSG00000025262	Fam120c	2
ENSMUSG00000025266	Gnl3l	2
ENSMUSG00000025270	Alas2	2
ENSMUSG00000025272	Tro	2
ENSMUSG00000025314	Ptprj	2
ENSMUSG00000025321	Itgb8	2
ENSMUSG00000025323	Sp4	2
ENSMUSG00000025332	Kdm5c	2
ENSMUSG00000025437	Usp33	2
ENSMUSG00000025551	Fgf14	2
ENSMUSG00000025571	Tnrc6c	2
ENSMUSG00000025583	Rptor	2
ENSMUSG00000025597	Klhl4	2
ENSMUSG00000025607	Copg2	2
ENSMUSG00000025609	Mkln1	2
ENSMUSG00000025612	Bach1	2
ENSMUSG00000025658	Cnksr2	2
ENSMUSG00000025757	Hspa4l	2
ENSMUSG00000025777	Gdap1	2
ENSMUSG00000025810	Nrp1	2
ENSMUSG00000025860	Xiap	2
ENSMUSG00000025899	Alkbh8	2
ENSMUSG00000025907	Rb1cc1	2
ENSMUSG00000025912	Mybl1	2
ENSMUSG00000025949	Pikfyve	2
ENSMUSG00000025961	4933402D24Rik	2
ENSMUSG00000025964	Adam23	2
ENSMUSG00000025969	Nrp2	2
ENSMUSG00000025986	Slc39a10	2
ENSMUSG00000025997	Ikzf2	2
ENSMUSG00000026014	Raph1	2
ENSMUSG00000026068	Il18rap	2
ENSMUSG00000026103	Gls	2
ENSMUSG00000026110	Mgat4a	2
ENSMUSG00000026112	Coa5	2
ENSMUSG00000026113	Inpp4a	2
ENSMUSG00000026116	Tmem131	2
ENSMUSG00000026123	Plekhb2	2
ENSMUSG00000026131	Dst	2
ENSMUSG00000026135	Zfp142	2
ENSMUSG00000026141	Col19a1	2
ENSMUSG00000026153	Fam135a	2
ENSMUSG00000026159	Agfg1	2
ENSMUSG00000026163	Sphkap	2
ENSMUSG00000026181	Ppm1f	2
ENSMUSG00000026219	Trip12	2
ENSMUSG00000026283	Ing5	2
ENSMUSG00000026312	Cdh7	2
ENSMUSG00000026319	Relch	2
ENSMUSG00000026361	Cdc73	2
ENSMUSG00000026383	Epb41l5	2
ENSMUSG00000026384	Ptpn4	2
ENSMUSG00000026409	Pfkfb2	2
ENSMUSG00000026425	Srgap2	2
ENSMUSG00000026434	Nucks1	2
ENSMUSG00000026439	Rbbp5	2
ENSMUSG00000026442	Nfasc	2
ENSMUSG00000026455	Klhl12	2
ENSMUSG00000026466	Tor1aip1	2
ENSMUSG00000026469	Xpr1	2
ENSMUSG00000026490	Cdc42bpa	2
ENSMUSG00000026491	Ahctf1	2
ENSMUSG00000026494	Kif26b	2
ENSMUSG00000026502	Desi2	2
ENSMUSG00000026516	Nvl	2
ENSMUSG00000026553	Copa	2
ENSMUSG00000026565	Pou2f1	2
ENSMUSG00000026587	Astn1	2
ENSMUSG00000026600	Soat1	2
ENSMUSG00000026610	Esrrg	2
ENSMUSG00000026623	Lpgat1	2
ENSMUSG00000026640	Plxna2	2
ENSMUSG00000026667	Uhmk1	2
ENSMUSG00000026748	Plxdc2	2
ENSMUSG00000026764	Kif5c	2
ENSMUSG00000026770	Il2ra	2
ENSMUSG00000026771	Spopl	2
ENSMUSG00000026797	Stxbp1	2
ENSMUSG00000026812	Tsc1	2
ENSMUSG00000026824	Kcnj3	2
ENSMUSG00000026825	Dnm1	2
ENSMUSG00000026827	Gpd2	2
ENSMUSG00000026839	Upp2	2
ENSMUSG00000026867	Gapvd1	2
ENSMUSG00000026904	Slc4a10	2
ENSMUSG00000026915	Strbp	2
ENSMUSG00000026923	Notch1	2
ENSMUSG00000026924	Sec16a	2
ENSMUSG00000026959	Grin1	2
ENSMUSG00000026961	Lrrc26	2
ENSMUSG00000027009	Itga4	2
ENSMUSG00000027087	Itgav	2
ENSMUSG00000027104	Atf2	2
ENSMUSG00000027111	Itga6	2
ENSMUSG00000027130	Slc12a6	2
ENSMUSG00000027162	Lin7c	2
ENSMUSG00000027171	Prrg4	2
ENSMUSG00000027175	Tcp11l1	2
ENSMUSG00000027177	Hipk3	2
ENSMUSG00000027184	Caprin1	2
ENSMUSG00000027189	Trim44	2
ENSMUSG00000027194	Ttc17	2
ENSMUSG00000027200	Sema6d	2
ENSMUSG00000027254	Map1a	2
ENSMUSG00000027272	Ubr1	2
ENSMUSG00000027288	Zfp106	2
ENSMUSG00000027312	Atrn	2
ENSMUSG00000027340	Slc23a2	2
ENSMUSG00000027365	Trpm7	2
ENSMUSG00000027366	Sppl2a	2
ENSMUSG00000027438	Napb	2
ENSMUSG00000027475	Kif3b	2
ENSMUSG00000027519	Rab22a	2
ENSMUSG00000027520	Zdbf2	2
ENSMUSG00000027577	Chrna4	2
ENSMUSG00000027598	Itch	2
ENSMUSG00000027605	Acss2	2
ENSMUSG00000027624	Epb41l1	2
ENSMUSG00000027630	Tbl1xr1	2
ENSMUSG00000027652	Ralgapb	2
ENSMUSG00000027660	Skil	2
ENSMUSG00000027663	Zmat3	2
ENSMUSG00000027665	Pik3ca	2
ENSMUSG00000027674	Pex5l	2
ENSMUSG00000027677	Ttc14	2
ENSMUSG00000027690	Slc2a2	2
ENSMUSG00000027698	Nceh1	2
ENSMUSG00000027709	Mccc1	2
ENSMUSG00000027737	Slc7a11	2
ENSMUSG00000027763	Mbnl1	2
ENSMUSG00000027782	Kpna4	2
ENSMUSG00000027784	Ppm1l	2
ENSMUSG00000027799	Nbea	2
ENSMUSG00000027806	Tsc22d2	2
ENSMUSG00000027823	Gmps	2
ENSMUSG00000027854	Sike1	2
ENSMUSG00000027894	Slc6a17	2
ENSMUSG00000027933	Ints3	2
ENSMUSG00000027951	Adar	2
ENSMUSG00000027993	Trim2	2
ENSMUSG00000028020	Glrb	2
ENSMUSG00000028030	Tbck	2
ENSMUSG00000028034	Fubp1	2
ENSMUSG00000028035	Dnajb4	2
ENSMUSG00000028053	Ash1l	2
ENSMUSG00000028080	Lrba	2
ENSMUSG00000028106	Rprd2	2
ENSMUSG00000028132	Tlcd4	2
ENSMUSG00000028136	Snx27	2
ENSMUSG00000028211	Trp53inp1	2
ENSMUSG00000028226	Mmp16	2
ENSMUSG00000028228	Cpne3	2
ENSMUSG00000028233	Tgs1	2
ENSMUSG00000028246	Faxc	2
ENSMUSG00000028273	Pdlim5	2
ENSMUSG00000028300	C9orf72	2
ENSMUSG00000028312	Smc2	2
ENSMUSG00000028354	Fmn2	2
ENSMUSG00000028358	Zfp618	2
ENSMUSG00000028364	Tnc	2
ENSMUSG00000028370	Pappa	2
ENSMUSG00000028373	Astn2	2
ENSMUSG00000028381	Ugcg	2
ENSMUSG00000028385	Snx30	2
ENSMUSG00000028402	Mpdz	2
ENSMUSG00000028403	Zdhhc21	2
ENSMUSG00000028405	Aco1	2
ENSMUSG00000028417	Tal2	2
ENSMUSG00000028430	Nol6	2
ENSMUSG00000028431	Elp1	2
ENSMUSG00000028514	Usp24	2
ENSMUSG00000028518	Prkaa2	2
ENSMUSG00000028524	Sgip1	2
ENSMUSG00000028528	Dnajc6	2
ENSMUSG00000028530	Jak1	2
ENSMUSG00000028550	Atg4c	2
ENSMUSG00000028552	Eps15	2
ENSMUSG00000028556	Dock7	2
ENSMUSG00000028580	Pum1	2
ENSMUSG00000028619	Tceanc2	2
ENSMUSG00000028634	Hivep3	2
ENSMUSG00000028649	Macf1	2
ENSMUSG00000028760	Eif4g3	2
ENSMUSG00000028803	Nipal3	2
ENSMUSG00000028830	AU040320	2
ENSMUSG00000028838	Extl1	2
ENSMUSG00000028842	Ago3	2
ENSMUSG00000028864	Hgf	2
ENSMUSG00000028926	Cdk14	2
ENSMUSG00000028960	Ube4b	2
ENSMUSG00000028991	Mtor	2
ENSMUSG00000029004	Kmt2e	2
ENSMUSG00000029016	Clcn6	2
ENSMUSG00000029020	Mfn2	2
ENSMUSG00000029064	Gnb1	2
ENSMUSG00000029094	Afap1	2
ENSMUSG00000029104	Htt	2
ENSMUSG00000029106	Add1	2
ENSMUSG00000029108	Pcdh7	2
ENSMUSG00000029141	Slc4a1ap	2
ENSMUSG00000029178	Klf3	2
ENSMUSG00000029190	D5Ertd579e	2
ENSMUSG00000029202	Pds5a	2
ENSMUSG00000029207	Apbb2	2
ENSMUSG00000029212	Gabrb1	2
ENSMUSG00000029231	Pdgfra	2
ENSMUSG00000029238	Clock	2
ENSMUSG00000029250	Polr2b	2
ENSMUSG00000029263	Pigg	2
ENSMUSG00000029287	Tgfbr3	2
ENSMUSG00000029361	Nos1	2
ENSMUSG00000029366	Dck	2
ENSMUSG00000029372	Ppbp	2
ENSMUSG00000029405	G3bp2	2
ENSMUSG00000029426	Scarb2	2
ENSMUSG00000029434	Vps33a	2
ENSMUSG00000029461	Fam168a	2
ENSMUSG00000029467	Atp2a2	2
ENSMUSG00000029471	Camkk2	2
ENSMUSG00000029475	Kdm2b	2
ENSMUSG00000029502	Golga3	2
ENSMUSG00000029505	Ep400	2
ENSMUSG00000029516	Cit	2
ENSMUSG00000029571	Tmem106b	2
ENSMUSG00000029634	Rnf6	2
ENSMUSG00000029648	Flt1	2
ENSMUSG00000029651	Mtus2	2
ENSMUSG00000029671	Wnt16	2
ENSMUSG00000029729	Zkscan1	2
ENSMUSG00000029765	Plxna4	2
ENSMUSG00000029772	Ahcyl2	2
ENSMUSG00000029775	Klhdc10	2
ENSMUSG00000029778	Adcyap1r1	2
ENSMUSG00000029782	Tmem209	2
ENSMUSG00000029787	Avl9	2
ENSMUSG00000029804	Herc3	2
ENSMUSG00000029814	Igf2bp3	2
ENSMUSG00000029823	Luc7l2	2
ENSMUSG00000029830	Svopl	2
ENSMUSG00000029992	Gfpt1	2
ENSMUSG00000029998	Pcyox1	2
ENSMUSG00000030000	Add2	2
ENSMUSG00000030016	Zfp638	2
ENSMUSG00000030059	Tmf1	2
ENSMUSG00000030075	Cntn3	2
ENSMUSG00000030077	Chl1	2
ENSMUSG00000030084	Plxna1	2
ENSMUSG00000030102	Itpr1	2
ENSMUSG00000030172	Erc1	2
ENSMUSG00000030180	Kdm5a	2
ENSMUSG00000030201	Lrp6	2
ENSMUSG00000030209	Grin2b	2
ENSMUSG00000030213	Atf7ip	2
ENSMUSG00000030237	Slco1a4	2
ENSMUSG00000030254	Rad18	2
ENSMUSG00000030257	Srgap3	2
ENSMUSG00000030275	Etnk1	2
ENSMUSG00000030283	St8sia1	2
ENSMUSG00000030287	Itpr2	2
ENSMUSG00000030302	Atp2b2	2
ENSMUSG00000030306	Tmtc1	2
ENSMUSG00000030310	Slc6a1	2
ENSMUSG00000030313	Dennd5b	2
ENSMUSG00000030336	Cd27	2
ENSMUSG00000030350	Prmt8	2
ENSMUSG00000030393	Zik1	2
ENSMUSG00000030411	Nova2	2
ENSMUSG00000030447	Cyfip1	2
ENSMUSG00000030451	Herc2	2
ENSMUSG00000030465	Psd3	2
ENSMUSG00000030500	Slc17a6	2
ENSMUSG00000030516	Tjp1	2
ENSMUSG00000030525	Chrna7	2
ENSMUSG00000030554	Synm	2
ENSMUSG00000030583	Sipa1l3	2
ENSMUSG00000030643	Rab30	2
ENSMUSG00000030655	Smg1	2
ENSMUSG00000030657	Xylt1	2
ENSMUSG00000030660	Pik3c2a	2
ENSMUSG00000030683	Sez6l2	2
ENSMUSG00000030691	Fchsd2	2
ENSMUSG00000030729	Pgm2l1	2
ENSMUSG00000030788	Rnf141	2
ENSMUSG00000030806	Stx1b	2
ENSMUSG00000030835	Nomo1	2
ENSMUSG00000030849	Fgfr2	2
ENSMUSG00000030987	Stim1	2
ENSMUSG00000031010	Usp9x	2
ENSMUSG00000031012	Cask	2
ENSMUSG00000031016	Wee1	2
ENSMUSG00000031026	Trim66	2
ENSMUSG00000031079	Zfp300	2
ENSMUSG00000031095	Cul4b	2
ENSMUSG00000031189	Aff2	2
ENSMUSG00000031196	F8	2
ENSMUSG00000031200	Mtcp1	2
ENSMUSG00000031210	Gpr165	2
ENSMUSG00000031227	Magee1	2
ENSMUSG00000031229	Atrx	2
ENSMUSG00000031292	Cdkl5	2
ENSMUSG00000031302	Nlgn3	2
ENSMUSG00000031309	Rps6ka3	2
ENSMUSG00000031314	Taf1	2
ENSMUSG00000031327	Chic1	2
ENSMUSG00000031333	Abcb7	2
ENSMUSG00000031360	Ctps2	2
ENSMUSG00000031376	Atp2b3	2
ENSMUSG00000031386	Hcfc1	2
ENSMUSG00000031391	L1cam	2
ENSMUSG00000031393	Mecp2	2
ENSMUSG00000031492	Chrnb3	2
ENSMUSG00000031523	Dlc1	2
ENSMUSG00000031529	Tnks	2
ENSMUSG00000031540	Kat6a	2
ENSMUSG00000031555	Adam9	2
ENSMUSG00000031558	Slit2	2
ENSMUSG00000031561	Tenm3	2
ENSMUSG00000031563	Wwc2	2
ENSMUSG00000031592	Pcm1	2
ENSMUSG00000031596	Slc7a2	2
ENSMUSG00000031616	Ednra	2
ENSMUSG00000031652	N4bp1	2
ENSMUSG00000031666	Rbl2	2
ENSMUSG00000031691	Tnpo2	2
ENSMUSG00000031709	Tbc1d9	2
ENSMUSG00000031731	Ap1g1	2
ENSMUSG00000031732	Phlpp2	2
ENSMUSG00000031758	Cdyl2	2
ENSMUSG00000031772	Cntnap4	2
ENSMUSG00000031864	Ints10	2
ENSMUSG00000031865	Dctn1	2
ENSMUSG00000031870	Pgr	2
ENSMUSG00000031976	Urb2	2
ENSMUSG00000031993	Snx19	2
ENSMUSG00000031996	Aplp2	2
ENSMUSG00000032009	Sesn3	2
ENSMUSG00000032018	Sc5d	2
ENSMUSG00000032030	Cul5	2
ENSMUSG00000032035	Ets1	2
ENSMUSG00000032064	Dixdc1	2
